Song_ID,Parent_Raga,Song_Name,Movie_Name,Melakarta_No,Arohanam,Avarohanam,Raga_Confidence
354,Kalyani,Poovadikalil Alayum,Vyamoham,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
355,Kalyani,Radha Azhaikiral,Therkkathi Kallan,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
351,Kalyani,Nirpathuve Nadapathuve,Bharathi,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
357,Kalyani,Sundari Kannal Oru Seidhi,Thalabadhi  (Blends Raga Kosalam - R3 Usage),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
364,Kalyani,Vandhal Mahalaxmiye,Uyarndha Ullam,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
359,Kalyani,Thalaatum Kaatre,Devan,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
360,Kalyani,Unnai Naan Parkaiyil,Kannukoru Vannakili (Shows Many Janya Characteristics),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
361,Kalyani,Va Kathirukka Neramillai,Kathirukka Neramillai,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
362,Kalyani,Vaidhehi Raman,Ilamai Kolangal,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
363,Kalyani,Vaishnava Janatho,Hey Ram,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
365,Kalyani,Vellai Pura Ondru,Pudhu Kavidhai,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
366,Kalyani,Vizhigal Meeno Mozhigal Theno,Raagangal Maaruvadhillai,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
349,Kalyani,Naan Paada Varuvaai,Udiri Pookal,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
358,Kalyani,Suramodhamu,Aditya-369 (Telugu),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
348,Kalyani,Naan Enbathu Nee Allavo,Soorasamhaaram,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
367,Kalyani,Vizhiyae Vilakondru Yaetru,Thazhuvaadha Kaigal,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
346,Kalyani,Mandhaara Poo,Vinodhayathra (Malayalam),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
330,Kalyani,Aaraaro Aararo,Anand,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
331,Kalyani,Adhisaya Nadam Idum Abhinaya Saraswathiyo,Sirayil Pootha Chinna Malar,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
332,Kalyani,Akkuthikkuthaana Vaayo,Kaliyoonjal (Malayalam),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
333,Kalyani,Amma Endrazhaikkatha,Mannan,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
334,Kalyani,Arul Thavazhum,Guru Ramana Geetham,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
335,Kalyani,Chamber Welcomes Thiyagaraja,How To Name It,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
336,Kalyani,Charanam Bhava Karunamayi,Sedhu (Some Deviations In Charanams),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
337,Kalyani,Dhevan Thandha Veenai,Unnai Naan Sandhithen (Few Anya Swaras In Ist Para),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
347,Kalyani,Manjal Veyil,Nandu,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
339,Kalyani,Ila Vattam Kaetkattum,My Dear Maarthaandan  (Vintage Raja Number),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
340,Kalyani,Janani Janani,Thai Moogambigai (Bet There Isn'T A Better Kalyani Song),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
341,Kalyani,Kaatril Varum Geedhamae,Oru Naal Oru Kanavu (! Yet Another Massive Kalyani),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
342,Kalyani,Kalaivaaniye,Sindhu Bhairavi,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
343,Kalyani,Konjam Sangeedham Kattru Thaa,Veetula Visheshanga (The Charanams Are A Feast In Kalyani),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
344,Kalyani,Kottaara Kettile,Friends (Malayalam),65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
345,Kalyani,Malayoram Mayile,Oruvar Vaazhum Aalayam,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
338,Kalyani,Ennai Oruvan Paada Sonnan,Kumbakarai Thangaiyya,65.0,S R2 G3 M2 P D2 N3 S,S N3 D2 P M2 G3 R2 S,High
305,Kanada,Poomaalai,Sindhu Bhairavi,,,,Medium
304,Kanada,Marugo Marugo,Sathi Leelavathi,,,,Medium
368,Kanakangi,Mogam Enum Thee,Sindhu Bhairavi (Bending An Un-Bendable / Stiff Scale),,,,Medium
386,Karaharapriya,Vazha Vaikkum Kadhalukku,Aboorva Sagotharargal,,,,Medium
385,Karaharapriya,Unnai Vaazhthavandhen,Unna Vazhthi Padugiren,,,,Medium
384,Karaharapriya,Thooliyile Aada Vandha,Chinnathambi,,,,Medium
383,Karaharapriya,Thirunaveli Seemayile,Thirunelveli,,,,Medium
382,Karaharapriya,Thalaattu Maari Ponadhe,Unnai Naan Sandhithen,,,,Medium
381,Karaharapriya,Thaana Vantha Santhaname,Ooru Vittu Ooru Vanthu (You Couldn’T Ask For More),,,,Medium
380,Karaharapriya,Poongatru Thirumbuma,Mudhal Mariyaadhai,,,,Medium
387,Karaharapriya,Yaaru Yaaru,Dharmathin Thalaivan,,,,Medium
379,Karaharapriya,Poo Malarnthida Nadamidum Pon Mayile,Tik Tik Tik,,,,Medium
376,Karaharapriya,Maalai Karukalil Solai Karunkuyil,Neethiyin Marupakkam (Touches G3 And Ni3),,,,Medium
377,Karaharapriya,Olathumbathu,Pappayude Swantham Appoose (Malayalam),,,,Medium
375,Karaharapriya,Maapillaikki Kaalai Vayasu,Netrikkan,,,,Medium
374,Karaharapriya,Kadalora Kavidhaiye,Chinnavar,,,,Medium
373,Karaharapriya,Ilangaathu Veesudhe,Pithamagan,,,,Medium
372,Karaharapriya,Enga Ooru Kavakaara,Enga Ooru Kavalkaaran (Brings Out Folk Face Of The Raga),,,,Medium
370,Karaharapriya,Adukku Malli,Aavaram Poo,,,,Medium
369,Karaharapriya,Aanenna Pennenna,Dharmadurai,,,,Medium
378,Karaharapriya,Orae Oru Gramathilae,Orae Oru Gramathilae,,,,Medium
371,Karaharapriya,Anandham Pongida Pongida,Sirayil Pootha Chinna Malar,,,,Medium
388,Karnaranjani,Ilamai Enum Poongaatru,Pagalil Oru Iravu,,,,Medium
389,Karnaranjani,Naan Paadum Mouna Ragam,Idhaya Koyil (M2 Usage),,,,Medium
390,Karnaranjani,Theertha Karaidhanilae,Thai Pongal (Haunting Stuff),,,,Medium
393,Kathyayini,Vizhiyile Mani Vizhiyil Mouna Mozhi,"Nooraavadhu Naal (With Lot Of Anya Swaras, Ni3, D2)",,,,Medium
391,Kathyayini,Amma Amma Enthan Aaruyire,Uzhaipaali,,,,Medium
392,Kathyayini,Jodi Nathigal,Anbe Odi Vaa,,,,Medium
394,Kedharam,Pon Maalai Pozhudhu,Nizhalgal,,,,Medium
395,Kedharam,Sundari Neeyum Sundaran Nyanum,Michael Madana Kama Rajan (A Multi Genre Song),,,,Medium
460,Keeravani,Povoma Oorgolam,Chinnathambi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
459,Keeravani,Poovay Virinju,Atharvam (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
458,Keeravani,Poongodi Dhaan Poothadhamma,Idhayam,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
457,Keeravani,Poongaatre Ini Podhum,"Padicha Pulla (Belter Of A Tune, And Awesome Rendition !!!)",21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
456,Keeravani,Poo Pookum Maasam,Varusham 16,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
455,Keeravani,Paadi Parantha Kili,Kizhakku Vaasal (Touches Ga3 / Ma2),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
454,Keeravani,Oru Porkaalam Thodangum,Kasthuri Maan,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
453,Keeravani,Oru Thulir Onnu Arumbuthu,Thodarum,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
452,Keeravani,Oru Muthukili,Thayamma,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
441,Keeravani,Marakkudayal,Manasinakkare (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
450,Keeravani,Oru Kaadhal Dhevadhai,Saindhaadamma Saindhaadu,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
449,Keeravani,Oora Therinjikiten Ulagam Purinjikiten,Padikaadhavan (Touches Ni2),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
448,Keeravani,Oliyile Therivadhu,Azhagi (Mixes Ni2I),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
447,Keeravani,Oh Papa Laali,Idhayathai Thirudathe,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
446,Keeravani,Nila Adhu Vaanathu Melae,Nayagan (A Very Versatile Usage Of Keeravani),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
445,Keeravani,Nenjukkule Innarunnu,Ponnumani,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
444,Keeravani,Neethaane Neethaane,Thaalaattu Paadava,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
443,Keeravani,Nadandhal Irandadi,Chembaruthi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
442,Keeravani,Nandhavana Kuyilae,Ponnu Veetukkaran,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
461,Keeravani,Priyasaki Oh Priyasaki,Gopura Vasalile,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
451,Keeravani,Oru Kili Urugudhu,Anandha Kummi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
462,Keeravani,Pularikkinnam,Friends (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
464,Keeravani,Rasathi Manasule,Raasave Unna Nambi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
483,Keeravani,Vennilavukku Vaanatha,Thaalaattu Paadava,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
482,Keeravani,Veenaikku Veenai Kunju,Ellame En Raasathan,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
481,Keeravani,Vanathilirubdhu Kudhichi Vandhena,Poonthotam,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
480,Keeravani,Vaanam Adhirave,Ramana,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
479,Keeravani,Unnai Naan Ariven,Guna,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
478,Keeravani,Unna Nenache Pattu Padichen,Aboorva Sagotharargal,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
477,Keeravani,Un Nenja Thottu Sollu,Rajadhi Raaja,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
476,Keeravani,"Un Kuthama, En Kuthama",Azhagi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
475,Keeravani,Thuliyo Thuli Muthu Thuli,Kathirukka Neramillai,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
474,Keeravani,Thevaram Nokkunnunde,Rasathanthram (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
473,Keeravani,Thendral Kaatre Konjam Nillu,Eeramaana Rojaave,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
472,Keeravani,The Fourth Track Of The Album,How To Name It,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
471,Keeravani,Thanga Changili,Thooral Ninnu Pochu,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
470,Keeravani,Thamara Kuruvikku,Achuvinte Amma (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
469,Keeravani,Thalukki Thalukki,Kizhakku Vasal (Mixes Ni2),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
468,Keeravani,Suttri Varum Ulagathile,Raajavin Ramanamaalai,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
467,Keeravani,Sittu Parakudhu Kuthaalathil,Nilave Mugam Kaatu,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
466,Keeravani,Siru Siru Siragugalil,Konji Pesalam,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
465,Keeravani,Rotoram Paatu Satham,En Mana Vaanil,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
463,Keeravani,Raja Raja Sozhan Naan,Rettai Vaal Kuruvi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
440,Keeravani,Mannil Intha Kaadal,Keladi Kanmani (Patdheep Touches?),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
433,Keeravani,Malare Thendral Paadum Gaanam,Veetula Visheshanga,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
438,Keeravani,Manja Podi Theikayile,Shenbagame Shenbagame,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
414,Keeravani,Idhayame Idhayame Ennai Marandhadhu,Julee Ganapathy,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
413,Keeravani,Highways'Le Speed Break Ille,Manasellam,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
412,Keeravani,Goods Vandiyile,Kugumachimizh [Cool Interludes],21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
411,Keeravani,Ennule Ennule,Valli (Mixes Ni2),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
410,Keeravani,Ennai Thalatta Varuvalo,Kadhalukku Mariyadhai (A Soft Stunner),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
409,Keeravani,Enge Sellum Intha Paathai,Sethu,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
408,Keeravani,Enadhu Ragam Mouna Ragam,Pondaatti Thevai,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
407,Keeravani,Kanmaniyae Kanmaniyae Solluvadha Kaelu,Chinna Vaathiyaar,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
415,Keeravani,Ilavenil Idhu Vaigaasi Maasam,Kaadhal Rojaave,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
406,Keeravani,Dhinakku Dhinakku Dham,Urudhi Mozhi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
404,Keeravani,Chinna Mani Kuyile,Amman Kovil Kizhakale (Misses D1 But Touches Ni2 !!),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
403,Keeravani,Aruna Kirana,Guru (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
402,Keeravani,Aridhaaratha Poosikolla,Avatharam,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
401,Keeravani,Andha Vanatha Pola Manam,Chinna Kounder (Touches Ni2 Slightly),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
400,Keeravani,Alapanai Seiyyum Malai Pozhudhu,Pon Megalai,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
399,Keeravani,Alamaram Velamaram,Senthooram,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
398,Keeravani,Adi Naan Pudicha Kiliye,Rasukutty (A Gem In The Raga !!),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
397,Keeravani,Aayiram Kodi Sooriyan Pole,Karisakkaatu Poove,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
405,Keeravani,Dheem Thakita,Nammura Mandaara Hoove (Kannada),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
416,Keeravani,Jingidi Jingidi Unakku,Guru Sishyan,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
417,Keeravani,Kaalathai Vendra,Uliyin Osai,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
418,Keeravani,Kaatril Enthan,Johny,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
437,Keeravani,Mamanoda Manasu Malliyappoo Pole,Uthama Raasa (Beautifull Song…Also See The Picturization),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
436,Keeravani,Malayoram Veesum Kaatru,Paadu Nilave,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
435,Keeravani,Malayoram Maanguruvi,Enga Thambi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
434,Keeravani,Malargalile Aaradhanai,Karumbu Vil,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
396,Keeravani,Aagaya Thamarai,Naadodi Paatukaran,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
432,Keeravani,Mala Karukalile,Enga Ooru Kavalkaaran (Mixes Ni2),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
431,Keeravani,Kuyilukku Koo Koo Koovida,Friends,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
430,Keeravani,Kuyile Kuyile,Kadhal Oviyam,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
429,Keeravani,Kuilalo,Anumaanaspadam (Telugu),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
428,Keeravani,Konjam Konjam,Maayakkannaadi,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
427,Keeravani,Keeravani,Anweshana  (Telugu),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
426,Keeravani,Keeravani Keeravani,Paadum Paravaigal,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
425,Keeravani,Kanne Inru Kalyana,Aanazhagan,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
424,Keeravani,Kanmanikku Vaazhthu,Annan,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
423,Keeravani,Kan Malargalin Azhaipidhazh,Thai Pongal,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
422,Keeravani,Kalyana Pallakkil,Kaliyoonjal (Malayalam),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
421,Keeravani,Kajuraho Kanavilor Sirpam,Oru Naal Oru Kanavu,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
420,Keeravani,Kadha Pola Thonum Idhu Kadhaiyum Illa,Veerathaalatu (Staggering Interludes),21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
419,Keeravani,Kadhal Oru Kolam,Vaa Vaa Vasandhamae,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
439,Keeravani,Manjal Poosum,Friends,21.0,S R2 G2 M1 P D1 N3 S,S N3 D1 P M1 G2 R2 S,High
487,Khamas,Ponnil Vanam,Villupaatukkaaran,,,,Medium
484,Khamas,Kootathile Kovil Pura,Idhaya Kovil,,,,Medium
485,Khamas,Naan Pesa Vandhen,Palooti Valartha Kili,,,,Medium
486,Khamas,Pallaviye Charanam,Oruvar Vaazhum Aalayam,,,,Medium
488,Kundalavarali,Azhagi Nee Paerazhagi,Enga Ooru Paatukaran,,,,Medium
489,Kundalavarali,Adi Maana Maduraiyilae,Kovil Kaalai,,,,Medium
490,Kundalavarali,Puttu Puttu Vaikattuma,Illam,,,,Medium
491,Lalitha,Amma Janani Charanaalayam Nee,Ilaiyaraajavin Geethanjali (Will Cleanse Ur Being),,,,Medium
492,Lalitha,Idhazhil Kadhai,Unnal Mudiyum Thambi,,,,Medium
493,Lalitha,Lalita Priya Kamalam,Rudraveena (Telugu),,,,Medium
494,Lalitha,Sengamalam Sirikkidhu,Dhavani Kanavugal (Uses Ga2 In Charanams),,,,Medium
495,Lalitha,Thirumagal Un Mugam Paarka Vendum,Veera,,,,Medium
496,Lalitha,Vanakuyile Kuyil Tharum,Priyanka,,,,Medium
500,Lathaangi,Thogai Ila Mayil Aadi Varugudhu,Payanangal Mudivadhillai (Trace M2 Usage),,,,Medium
501,Lathaangi,Vanamellam Senbagapoo (Female Version),Naadodi Pattukaaran,,,,Medium
498,Lathaangi,Chinna Rasave,Walter Vetrivel,,,,Medium
497,Lathaangi,Aadum Padham Thozha,Pon Megalai,,,,Medium
499,Lathaangi,Ennai Thodarndhu,Maamiyaar Veedu,,,,Medium
502,Lavanthika,Aathadi Paavada Kaathada,Poo Vilangu (Weak Hearts Just Call It Brindhavana Saranga),,,,Medium
503,Lavantipriya,Mouna Ragam,Kolangal (Only Possible To Ilaiyaraja !!),,,,Medium
504,Maand,Machaan Un Machiniya,Raman Abdulla,,,,Medium
505,Maand,Vanna Chindhu Vandhu Vilaiyaadum,Kovil Kaalai,,,,Medium
506,Madhukauns,Nalam Vaazha Ennalum,Marubadiyum (Uses Dha2 & Ri2),,,,Medium
537,Madhyamavathi,Puthu Ponnu Mapillai,Kaadhal Rojaave,,,,Medium
536,Madhyamavathi,Ponnu Veetu Kaararae Kelunga,Ponnu Veetukkaran,,,,Medium
535,Madhyamavathi,Pon Vaana Poongavil,Vaalibamae Vaa Vaa,,,,Medium
531,Madhyamavathi,Nila Kayidhu,"Sakalakala Vallavan (Touches Of Sri Ragam, Sriranjani)",,,,Medium
533,Madhyamavathi,Poo Arumbuthu,Kutti,,,,Medium
532,Madhyamavathi,Nee Thane Enthan,Ninaivellam Nithya,,,,Medium
538,Madhyamavathi,Sembaruthi Penoruthi,Raman Abdulla,,,,Medium
534,Madhyamavathi,Pon Meni Urugudhe,Moonram Pirai,,,,Medium
539,Madhyamavathi,Sevanthi Pookalil Seidha Veedu,Mella Pesungal,,,,Medium
530,Madhyamavathi,Muthu Muthu,Nammura Mandaara Hoove (Kannada),,,,Medium
541,Madhyamavathi,Suvvi Suvvi,Swathi Muthyam (Telugu),,,,Medium
542,Madhyamavathi,Thaalattu Pillai Ennai,Achchaani,,,,Medium
543,Madhyamavathi,Thanga Nilavukkul Nilavondru,Rickshaw Maama,,,,Medium
544,Madhyamavathi,Thazham Poovae Vaasam,Kai Kodukum Kai,,,,Medium
545,Madhyamavathi,Thulli Thulli,Sippikkul Muthu,,,,Medium
546,Madhyamavathi,Vanamellam Senbagapoo (Male Version),Naadodi Pattukaaran,,,,Medium
547,Madhyamavathi,Vanna Pandhai Thottu Vilayaada,Chinna Vaathiyaar,,,,Medium
548,Madhyamavathi,Vennilavu Kodhipadhenna,Chinna Mapillai,,,,Medium
540,Madhyamavathi,Solaikuyile,Ponnu Oorukku Pudhusu,,,,Medium
529,Madhyamavathi,Maragadha Kutti,Chinna Durai,,,,Medium
507,Madhyamavathi,Aagaya Gangai,Dharma Yudham,,,,Medium
527,Madhyamavathi,Kuyile Kuyile Kuyilakka,En Bommukutty Ammaavukku,,,,Medium
509,Madhyamavathi,Ariro Araro,Indiran Chandhiran,,,,Medium
510,Madhyamavathi,Adi Pennae Ponoonjal Aadum,Mullum Malarum,,,,Medium
511,Madhyamavathi,Ammamma,Thalaattu Padava,,,,Medium
512,Madhyamavathi,Anandham Then Sindhum,Mann Vasanai,,,,Medium
513,Madhyamavathi,Arule Arul Maniye,Kavalai Padathe Sagodhara,,,,Medium
514,Madhyamavathi,Azhagaana Manjapura,Ellame En Raasathan (Bliss This One),,,,Medium
515,Madhyamavathi,Azhagiya Thirumaganae,Rajarishi,,,,Medium
516,Madhyamavathi,Bhoodyaaviyaa Habba Habba,Boomi Geetha (Kannada),,,,Medium
508,Madhyamavathi,Aala Marathu Kuyilae,Annan,,,,Medium
517,Madhyamavathi,Chittu Chittu Kuruvikku,Azhaghi,,,,Medium
519,Madhyamavathi,Ejamaan Kaaladi Manneduthu,Ejaman,,,,Medium
520,Madhyamavathi,En Kalyana Vaibhogam,Azhaghe Unnai Aaradhikiren,,,,Medium
521,Madhyamavathi,Halo Guru,Nirnayam (Telugu),,,,Medium
522,Madhyamavathi,Kannil Ilam,Aayiram Nilave Vaa,,,,Medium
523,Madhyamavathi,Kathirum Kothi,Man Of The Match (Malayalam),,,,Medium
524,Madhyamavathi,Kavithai Paadu Kuyilae,Thendralae Ennai Thodu (Mixes Brindavana Saranga),,,,Medium
525,Madhyamavathi,Kumbam Karai Sertha Thangayya,Kumbakarai Thangaiyya,,,,Medium
526,Madhyamavathi,Kuyile Kuyile,Aan Paavam (Bubbling With Enthusiasm),,,,Medium
518,Madhyamavathi,Eeramana Rojave,Ilamaikalangal,,,,Medium
528,Madhyamavathi,Mangalam Nerunnu,Alliyilam Poovo (Malayalam),,,,Medium
