Song_ID,Parent_Raga,Song_Name,Movie_Name,Melakarta_No,Arohanam,Avarohanam,Raga_Confidence
550,Malahari,Lambodhara Lakumikara,Alaigal Oiyvathilai,,,,Medium
549,Malahari,Srigananaadhaa,Kaatrukkenna Veli,,,,Medium
551,Malayamarutham,Aalolam Peelikavadi Theril,Aalolam (Malayalam),,,,Medium
552,Malayamarutham,Kanmani Nee Vara,Thendrale Ennai Thodu,,,,Medium
553,Malayamarutham,Kodi Inbam Meni Yengum,Nenjil Aadum Poo Ondru,,,,Medium
554,Malayamarutham,Oomai Nenjin Sondham,Manidhanin Marupakkam,,,,Medium
555,Malayamarutham,Poojaikaaga Vaadum Poovai,Kaadhal Oviyam,,,,Medium
556,Malayamarutham,Thendral Ennai Muthamittathu,Oru Odai Nadiyagirathu,,,,Medium
557,Malkauns,Composer'S Breath,Nothing But Wind (Ragamalika Towards End),,,,Medium
558,Malkauns,Sadha Sadha Unnai,Raajavin Ramanamaalai,,,,Medium
559,Manirangu,Subharaagame En Sugabhogam Neeyae,Kanni Raasi,,,,Medium
599,Mayamalawagowlai,Poova Eduthu Oru,Amman Kovil Kizhakaale,,,,Medium
598,Mayamalawagowlai,Poonkathave Thaazhthiravai,Nizhalgal,,,,Medium
597,Mayamalawagowlai,Poo Pole Un Punnagaiyil,Kavarimaan,,,,Medium
596,Mayamalawagowlai,Oru Chiri Kandal,Ponmudi Puzhayorathu,,,,Medium
595,Mayamalawagowlai,Onapputhattu Bullakku Vaangi Tharen,Chinna Jameen,,,,Medium
590,Mayamalawagowlai,Masaru Ponne Varuga,Thevar Magan,,,,Medium
593,Mayamalawagowlai,Neeye Gadhiyamma,Chinna Thurai,,,,Medium
592,Mayamalawagowlai,Nandri Sollave Enakku,Udan Pirappu,,,,Medium
591,Mayamalawagowlai,Mudhdhutho Srungaara,Dharma Kshethram (Telugu),,,,Medium
600,Mayamalawagowlai,Rama Namam Oru Vedame,Sri Raghavendra,,,,Medium
594,Mayamalawagowlai,Niyana Thangame,Raja Gopuram,,,,Medium
601,Mayamalawagowlai,Rasathi Rasathi,Kanna Unai Thedugiren,,,,Medium
589,Mayamalawagowlai,Mariyamma Mariyamma,Karagaatakaran,,,,Medium
603,Mayamalawagowlai,Sivagami Nenapinile,Kili Petchu Ketkava (A Blinder Of A Tune From Ir !!),,,,Medium
604,Mayamalawagowlai,Sollaal Aditha Sundari,Chinna Kounder (Touches Dha2 Slightly),,,,Medium
605,Mayamalawagowlai,Sorgathil Nikka Nikka,Rajasthan,,,,Medium
606,Mayamalawagowlai,Thayundu Thandhaiyundu,Kovil Kaalai (A Soul Rendering Song),,,,Medium
607,Mayamalawagowlai,The Third Track Of The Album,How To Name It,,,,Medium
608,Mayamalawagowlai,Thennangeetrum Thendral Kaatrum,Mudivilla Arambam,,,,Medium
609,Mayamalawagowlai,Ullukkulla Chakaravarthi,Panakkaaran,,,,Medium
611,Mayamalawagowlai,Vaanam Idi Idikka,Unna Ninaichen Paatu Padichen,,,,Medium
612,Mayamalawagowlai,Varaverkumo En Raajakumari,Pachakuthira,,,,Medium
613,Mayamalawagowlai,Vayasu Vandha Valibanukku,En Mana Vaanil,,,,Medium
614,Mayamalawagowlai,Yamaho Nee Yama,Jagadeka Veerudu Athiloka Sundari (Telugu),,,,Medium
602,Mayamalawagowlai,Samigale Samigale Sondha Kadhai Kelunga,En Purushan Thaan Enakku Mattum Thaan,,,,Medium
588,Mayamalawagowlai,Manjal Nilavukku,Mudhal Iravu,,,,Medium
610,Mayamalawagowlai,Uyirae Uyirae Urugadhae,Oruvar Vaazhum Aalayam,,,,Medium
586,Mayamalawagowlai,Madhura Marikozhundhu,Enga Ooru Patukaran,,,,Medium
560,Mayamalawagowlai,Alla Un Aanai Padi,Chandralekha,,,,Medium
561,Mayamalawagowlai,Andhi Varum Neram,Mundhanai Mudhichu,,,,Medium
562,Mayamalawagowlai,Anthapurathil Oru Maharani,Deepam,,,,Medium
563,Mayamalawagowlai,Appanendrum Ammaiendrum,Guna,,,,Medium
564,Mayamalawagowlai,Aradi Suvaru Dhaan,Idhu Namma Bhoomi (Haunting Charanams !!),,,,Medium
587,Mayamalawagowlai,Manadhil Urudhi Vendum,Manadhil Urudhi Vendum,,,,Medium
565,Mayamalawagowlai,Arumb Arumba Saram Thodutha,Chinnathayi,,,,Medium
566,Mayamalawagowlai,Chinna Kuyile Kuyile,Manasellam,,,,Medium
567,Mayamalawagowlai,En Thayenum Koyilai,Aranmanai Kili,,,,Medium
568,Mayamalawagowlai,Enna Paatu Paada,Chakkalathi (Naadhanamakriya?),,,,Medium
569,Mayamalawagowlai,Enakinai Yaaringe,Ivan,,,,Medium
571,Mayamalawagowlai,Enge Naan Kanbaen,Sadhanai,,,,Medium
572,Mayamalawagowlai,Gnana Thangamae,Raajagopuram,,,,Medium
570,Mayamalawagowlai,Enga Ooru Laila Laila,Karagaatakari,,,,Medium
574,Mayamalawagowlai,Ilam Kadhal Veenai,Vellai Pura Onru,,,,Medium
585,Mayamalawagowlai,Machchi Mannaru,Ennuyir Thozhan  (A Versatile Composition !),,,,Medium
584,Mayamalawagowlai,Maanin Iru Kangal Konda,Maapillai (Don’T Miss The First 6 Seconds Of Prelude),,,,Medium
583,Mayamalawagowlai,Kuyila Pudichu,Chinnathambi,,,,Medium
582,Mayamalawagowlai,Kottu Kali Kottu,Chinnavar,,,,Medium
573,Mayamalawagowlai,Idho Idho En Nenjile,Vattathukkul Sathuram,,,,Medium
580,Mayamalawagowlai,Kanava Idhu Unmaya,Aruvadai Naal,,,,Medium
581,Mayamalawagowlai,Kenu Mayangeeyo,Kallukondoru Pennu (Malayalam),,,,Medium
578,Mayamalawagowlai,Kalise Prathi,Aalapana  (Telugu),,,,Medium
577,Mayamalawagowlai,Kaadhal Maharani,Kaadhal Parisu,,,,Medium
576,Mayamalawagowlai,Kaadhal Kavithaigal,Gopura Vasalile,,,,Medium
575,Mayamalawagowlai,Jigi Jigi,Chettu Kindha Pleader  (Telugu),,,,Medium
579,Mayamalawagowlai,Kan Parum Devi,Kokkarako,,,,Medium
624,Mohana Kalyani,Paattu Thalaivan Padinal,Idhaya Kovil (Watch Out For The Hamsadhwani Phrase!!),,,,Medium
627,Mohana Kalyani,Thirutheril Varum Silayo,Naan Vaazha Vaippen,,,,Medium
626,Mohana Kalyani,Thenmalli Poove,Thyagam (Trace Of Maand In Charanams),,,,Medium
625,Mohana Kalyani,Paarijaadha Poove,Ellame En Raasathan,,,,Medium
623,Mohana Kalyani,Oh Party Nalla Party Dhaan,Idhayam,,,,Medium
622,Mohana Kalyani,Naan Sirithaal Deepavali,Nayagan,,,,Medium
620,Mohana Kalyani,Krishna Nuvvu,Shivshankar (Telugu),,,,Medium
619,Mohana Kalyani,Kelada Manidava,Bharathi,,,,Medium
618,Mohana Kalyani,Kaalai Thendral Paadi Varum,Uyarndha Ullam (Uses D1 In Charanam !!),,,,Medium
617,Mohana Kalyani,Geetha Sangeetha,Anbae Sangeetha,,,,Medium
616,Mohana Kalyani,Enadhu Udalum Uyirum Porulum,Raajavin Ramanamaalai,,,,Medium
621,Mohana Kalyani,Mudhal Mutham Mogam,Pudhir,,,,Medium
660,Mohanam,Meluru Maaman Melaga Pakuraan,Makkal Aatchi,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
671,Mohanam,Oru Ragam Padalodu,Anandha Ragam,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
670,Mohanam,Oru Kanam Oru Yugamaaga,Nadodi Thendral,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
669,Mohanam,Om Kaarade Kande,Nammura Mandaara Hoove (Kannada),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
668,Mohanam,"Oilaaley Hoiyaarae Hoiyee, Yamuna Theerey",Yaathra (Malayalam),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
667,Mohanam,Ninnukkori Varnam,Agni Nakshatiram,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
664,Mohanam,Naan Undhan Thaayaga Vendum,Ullasa Paravaigal,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
665,Mohanam,Nilavu Thoongum Naeram,Kunkumachimizh (Diluted With Kalyani),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
672,Mohanam,Oru Thanga Rathathil,Dharma Yudham,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
663,Mohanam,Naan Thanga Roja,Time,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
662,Mohanam,Naan Oru Ponnoviyam,Kannil Theriyum Kadhaigal,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
661,Mohanam,Naal Thorum Endhan Kannil,Dhevadhai,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
666,Mohanam,Ninnukkori,Gharshana (Telugu),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
673,Mohanam,Oru Vaarthai Pesu,"Unknown (If Someone Knows The Film Name, Tip Me)",,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
677,Mohanam,Rela Rela Rela,Anumaanaspadam (Telugu) (A Celebration Of Music),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
675,Mohanam,Pottu Vacha Kiliye,Poovarasan,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
676,Mohanam,Raadhe En Raadhe,Japaanil Kalyaanaraaman,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
678,Mohanam,Saada Maada Pechukellam,Karagaatakari,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
679,Mohanam,Thamtha Theemtha,Pagalil Oru Nilavu,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
680,Mohanam,Vaan Pole Vannam,Salangai Oli,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
681,Mohanam,Vandhadhe,Kizhakku Vaasal,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
682,Mohanam,Varuga Varuga Ezhilae,Pondaatti Thevai,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
683,Mohanam,Varuga Varugavae,Manaivi Ready,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
684,Mohanam,Vayasu Pulla Vayasu Pulla,Annan,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
685,Mohanam,Ve Vela Gopemella,Saagar Sangamam (Telugu),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
686,Mohanam,Ve Velaa Varnalaa,Sankeerthana (Telugu),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
687,Mohanam,Veene Veene Veenakkunje,Aalolam (Malayalam),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
688,Mohanam,Vel Muruganukku Mottai Onnu,Puyal Paadum Pattu,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
674,Mohanam,Poovil Vandu,Kadhal Oviyam,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
659,Mohanam,Meenkodi Theril,Karumbuvil,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
653,Mohanam,Kekaliyo Kekaliyo,Kasthuri Maan,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
657,Mohanam,Malligai Malai Katti,Pudhiya Ragam (Mohanam For A Sad Mood!),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
658,Mohanam,Manjum Kulirum,Sandhyakku Virinja Poovu (Malayalam),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
629,Mohanam,Aandaalalo Namo,Jagadeka Veerudu Athiloka Sundari (Telugu),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
630,Mohanam,Aasai Nenjin Kanavugal Valarpirai,Mugathil Mugam Paarkalam,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
631,Mohanam,Aathoram Kaathaada,Engeyo Kaeta Kural,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
632,Mohanam,Aattirambile Kumbile,"Kaalapaani (Malayalam) (Uses M2, Ni3 Of Kalyani)",,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
633,Mohanam,Abc Nee Vaasi,Oru Kaidiyin Dairy (Watch The Rhythm Patterns),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
634,Mohanam,Achachacho Penmai Poovache,Udhayam,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
635,Mohanam,Adi Elachi Elachi Kozhaichi Kozhaichi,Maharasan,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
636,Mohanam,Azhagaana Nam Paandi Naatinilae,Pudhupatti Ponnuthaayi,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
637,Mohanam,Athe Neevu,Abhinandana  (Telugu),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
638,Mohanam,Cheri Yashodakku,Swarna Kamalam (Telugu),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
639,Mohanam,Enakkoru Magan Pirappan,Annanukku Je,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
640,Mohanam,Enga Maharanikku,Thalaimurai,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
641,Mohanam,Geetham Sangeetham,Kokkarako,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
628,Mohanam,Aalolam Kili Thopilae,"Siraichaalai (Uses M2, Ni3 Of Kalyani)",,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
643,Mohanam,Gundumalli Gundumalli,Solla Marandha Kadhai,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
656,Mohanam,Kurinji Malarin,Azhaghe Unnai Aaradhikiren,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
655,Mohanam,Kukku Koo Koovum,Valli,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
654,Mohanam,Ketkudhadi Koo Koo,Kattumarakaaran,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
651,Mohanam,Kasthoori Manae,Pudhumai Penn (Diluted With Kalyani),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
650,Mohanam,Kannan Oru Kai Kuzhandhai,Badrakaali (Uses Ni3 In Avarohanam),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
652,Mohanam,Kathirundhen Thaniye,Rasamagan,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
648,Mohanam,Janapadha Ammodu,Usire (Kannada),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
647,Mohanam,Iru Paravaigal Malai Muzhuvadhum,Niram Maradha Pookal,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
646,Mohanam,Indha Poovukoru Arasan,Poovarasan,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
645,Mohanam,Indha Ammanukku,Deiva Vaaku (Appadi Podu !!!),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
644,Mohanam,Idhayam Oru Kovil,Idhayakovil,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
649,Mohanam,Kanmaniye Kaadal,Aarilirindu Arubathu Varai,,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
642,Mohanam,Goro Gorokana,Boomi Geetha (Kannada),,S R2 G3 P D2 S,S D2 P G3 R2 S,Medium
692,Naadhanamakriya,Veetukoru Maganapola,Ponnu Oorukku Pudhusu,,,,Medium
689,Naadhanamakriya,Endhan Pon Vannamae,Naan Vaazha Vaippen,,,,Medium
690,Naadhanamakriya,Kannin Maniyae Kannin Maniyae,Manadhil Urudhi Vendum,,,,Medium
691,Naadhanamakriya,Oor Ora Pogum Intha Udambu,Kaakai Chiraginile (What A Masterpiece !!),,,,Medium
741,Naatai,Mahaganapathim,Sindhu Bhairavi,,,,Medium
742,Naatai,Unai Thedum Ragam Idhu,Pon Megalai,,,,Medium
693,Nagandhini,Alapanai,Ethanai Konam Ethanai Parvai,,,,Medium
694,Nagandhini,Varudhu Varudhu Ilam Kaatru,Brahma,,,,Medium
695,Nalinaganthi,Endhan Nenjil Neengaadha,Kalaignan,,,,Medium
721,Natabhairavi,Maniye Mani Kuyile,Nadodi Thendral,,,,Medium
722,Natabhairavi,Muthirai Ippodhu Kuthidu Thappaadhu,Uzhaipaali,,,,Medium
723,Natabhairavi,Neramidhu Neramidhu Nenjiloru Paatezhudha,Rishimoolam,,,,Medium
724,Natabhairavi,Oh Butterfly Butterfly,Meera (Touches D2 In Charanams),,,,Medium
725,Natabhairavi,Oorellam Samiyaga,Deiva Vaaku,,,,Medium
726,Natabhairavi,Oorurangum Nerathil,Kanna Unai Thedugiren,,,,Medium
727,Natabhairavi,Oru Naal,Devadai,,,,Medium
728,Natabhairavi,Panam Mattum Vazhkaiya,Solla Marandha Kadhai,,,,Medium
729,Natabhairavi,Pani Vizhum Iravu,Mouna Ragam,,,,Medium
731,Natabhairavi,Putham Pudhu Kalai,Alaigal Oiyvathilai,,,,Medium
732,Natabhairavi,Raaku Muthu Raaku,Yejamaan,,,,Medium
733,Natabhairavi,Sangeetha Megam,Udhaya Geedham,,,,Medium
734,Natabhairavi,Sola Ilankuyilae Azhaga Tholirangum Kaviriyae,Annanukku Je,,,,Medium
735,Natabhairavi,Solli Vidu Vellinilavae,Amaidhi Padai,,,,Medium
736,Natabhairavi,Then Madurai Vaigai Nadhi,Dharmathin Thalaivan,,,,Medium
737,Natabhairavi,Then Paandi Seemayilae,Nayagan,,,,Medium
738,Natabhairavi,Thulli Thirindhadhoru,Endrum Anbudan (A Staggeringly Simple Classic),,,,Medium
740,Natabhairavi,Vizhiyilae Malarndhadhu,Bhuvana Oru Kelvikkuri (A Classic Song),,,,Medium
720,Natabhairavi,Mandram Vandha Thendrallukku,Mouna Ragam (Touches Ni3 And D2),,,,Medium
730,Natabhairavi,Pudhu Rootula Thaan,Meera,,,,Medium
719,Natabhairavi,Manadaase Hakkiyaagi,Nammura Mandaara Hoove (Kannada),,,,Medium
739,Natabhairavi,Unna Nambi Nethiyilae,Chittukkuruvi,,,,Medium
717,Natabhairavi,Maama Un Ponna Kodu,Rajadhi Raaja,,,,Medium
696,Natabhairavi,Aa Devarilli Maaguvaa,Boomi Geetha (Kannada),,,,Medium
698,Natabhairavi,Aasaiya Kathula Thoodhu Vittu,Johny,,,,Medium
718,Natabhairavi,Madai Thiranthu,Nizhalgal,,,,Medium
699,Natabhairavi,Aathu Metula,Gramathu Athiyaayam,,,,Medium
700,Natabhairavi,Aattin Karayorathe,Rasathanthram (Malayalam),,,,Medium
701,Natabhairavi,Andhi Mazhai Megam,Nayagan,,,,Medium
702,Natabhairavi,Azhaghi Vara Soru Thara,Uliyin Osai,,,,Medium
703,Natabhairavi,En Iniya Pon Nilaave,Moodupani,,,,Medium
704,Natabhairavi,Endhan Kannil Yezhulangal,Guru,,,,Medium
705,Natabhairavi,Engirundho Ilamkuyilin,"Brahma (Charanam Touches Ni3, A Typical Ir Move !)",,,,Medium
697,Natabhairavi,Aaraaro Paattu Paada,Pondaatti Thevai (What A Gem),,,,Medium
707,Natabhairavi,Hey Indhira Oorvasiya,Aduthaathu Albert,,,,Medium
708,Natabhairavi,Ilamaikor Vegam Undu,Oru Naal Oru Kanavu,,,,Medium
709,Natabhairavi,Ilampani Thuli Vizhum Neram,Aaradhanai (Trace Touches Of Ni3),,,,Medium
710,Natabhairavi,Indha Kadal Seiyum Velai,Kangalin Vaarthaigal,,,,Medium
711,Natabhairavi,Kaalai Nera Raagamae,Raasave Unna Nambi,,,,Medium
712,Natabhairavi,Kaatukili Kaatukili,Karagaatakari,,,,Medium
713,Natabhairavi,Kaatule Kambangaatile,Raajakumaran  (A Casually Set Sweet Tune),,,,Medium
714,Natabhairavi,Kaadhal Neethaana,Time,,,,Medium
715,Natabhairavi,Kannae Navamaniye Unna Kaanaama,En Bommukutty Ammaavukku,,,,Medium
706,Natabhairavi,Hey I Love You,Unnai Naan Sandhithen (Music Far Ahead Of Its Times),,,,Medium
716,Natabhairavi,Kannan Vandhu Paadugindraan,Rettai Vaal Kuruvi,,,,Medium
743,Natakapriya,Nenje Gurunadharin,Mogamull,,,,Medium
744,Nayaki,Varanam Aaayiram,Keladi Kanmani,,,,Medium
746,Neelambari,Varam Thantha Samikku,Sippikkul Muthu,,,,Medium
747,Neelambari,Vatapathra Sayikki,Swathi Muthyam (Telugu),,,,Medium
745,Neelambari,Anbe Naan Annan,Naan Sigappu Manithan,,,,Medium
748,Neethimathi,En Kanavinai Kel Nanba,Dhesiya Geetham,,,,Medium
749,Neethimathi,Oh Prema Devathe,Gulabi (Kannada),,,,Medium
750,Neethimathi,Ulagame Nee Manidhanai,Ivan,,,,Medium
751,Paavani,Paartha Vizhi Paarthabadi,Guna,,,,Medium
765,Pahadi,Ninaithadhu Yaaro Needhanae,Paatukoru Thalaivan,,,,Medium
774,Pahadi,Yethetho Yennam Valarthen,Punnagai Mannan,,,,Medium
773,Pahadi,Vaigai Nadhiyoram,Rickshaw Maama,,,,Medium
772,Pahadi,Vaan Megangale,Puthiya Vaarpugal,,,,Medium
771,Pahadi,Vaa Vennila Unnaithaanae,Mella Thirandhadhu Kadhavu,,,,Medium
770,Pahadi,Unnai Thedi Thedi,Konji Pesalam,,,,Medium
769,Pahadi,Seer Kondu Vaa,Naan Paadum Padal,,,,Medium
768,Pahadi,Poo Poothadhu Thottam Yaar Pottadhu,Mumbai Express,,,,Medium
767,Pahadi,Pogudhae Pogudhae,Kadalora Kavidhaigal,,,,Medium
766,Pahadi,Ore Naal Unai Naan,Ilamai Oonjalaadugiradhu,,,,Medium
764,Pahadi,Nilavondru Kandaen En Jannalil,Kairaasikaaran,,,,Medium
761,Pahadi,Mounamaana Neram,Salangai Oli,,,,Medium
762,Pahadi,Nadu Saamathilae Saamandhi Poo,Thirumathi Pazhanichamy,,,,Medium
763,Pahadi,Nethu Varaikkum,Kasthuri Maan,,,,Medium
760,Pahadi,Mellaiyonnu Paadi,Manasinakkare (Malayalam),,,,Medium
759,Pahadi,Meghame Thoodhaagha Vaa,Kannan Oru Kaikuzhandhai,,,,Medium
758,Pahadi,Marugo Marugo Marugayi,Vetri Vizha,,,,Medium
757,Pahadi,Indha Maan Undhan Sontha Maan,Karagaatakaran,,,,Medium
756,Pahadi,Ennodu Paatu Paadungal,Udhaya Geedham,,,,Medium
755,Pahadi,Engae En Jeevanae,Uyarndha Ullam,,,,Medium
754,Pahadi,Chola Vala Naadu,Uliyin Osai,,,,Medium
753,Pahadi,Chinna Chinna Solleduthu,Raajakumaran (Class Song),,,,Medium
752,Pahadi,Amma Sonna Aariraro,Solla Marandha Kadhai,,,,Medium
782,Panthuvarali,Rojavai Thaalattum Thendral,Ninaivellam Nithya,,,,Medium
781,Panthuvarali,Raguvara Nannu,Isai Paadum Thendral,,,,Medium
780,Panthuvarali,Piraiye Piraiye,Pithamagan,,,,Medium
779,Panthuvarali,Modern Concerto (Title Track),Raja Paarvai (Mind Boggling !!),,,,Medium
783,Panthuvarali,The Sixth Track Of The Album,How To Name It,,,,Medium
777,Panthuvarali,Kaadhal Ennum Kaaviyam,Vattathukkul Sathuram,,,,Medium
776,Panthuvarali,Gumthalakidi Gumma Gummandhan,Ashwamedham (Telugu),,,,Medium
775,Panthuvarali,Enna Varam Vendum,Nanthavana Theru,,,,Medium
778,Panthuvarali,Kangalukkul Ennai Ezhudhu,Thandhuvitten Ennai,,,,Medium
784,Patdheep,Kanna Varuvaaya,Manadhil Urudhi Vendum,,,,Medium
785,Patdheep,Oh Endhan Vaazhvile,Unakaagavae Vazhgiren,,,,Medium
786,Patdheep,Oru Kaaviyam Arangerum Neram,Aruvadai Naal (Heavenly !!),,,,Medium
787,Patdheep,Padum Vanambadi,Naan Padum Padal,,,,Medium
788,Pinakini,Naa Andhang Pirithi,Prema Raaga Haadu Gelathi (Kannada),,,,Medium
789,Poornachandrika,Maanida Sevai Throgama,Unnal Mudiyum Thambi,,,,Medium
794,Punnagavarali,Aadum Paambirukkudhu,Illam,,,,Medium
793,Punnagavarali,Aadidum Peigala,Aduthaathu Albert,,,,Medium
790,Puriya Dhanashri,Ninnai Charan Adaindhen,Bharathi,,,,Medium
791,Pushpalathika,Masi Maasam Aalana Ponnu,Dharmadurai,,,,Medium
792,Pushpalathika,Mella Mella Ennai Thottu,Vaazhkai,,,,Medium
795,Ragavardhini,Abinayam Kaatugindra,Uliyin Osai,,,,Medium
796,Ragavardhini,Manam Kanindhu,Mandolin Srinivas Plays Ilaiyaraaja'S Classics,,,,Medium
797,Ragavardhini,Pattu Viral Thottuvittadhal,"Dhanush (Scale, Rather Than The Raga)",,,,Medium
798,Ragavardhini,Sabdhamayi,Sooryan (Malayalam),,,,Medium
799,Ragavardhini,Unai Kaanum Bodhu,"En Mana Vaanil (Scale, Rather Than The Raga)",,,,Medium
800,Ramani,Andhi Mazhai Pozhigiradhu,Raaja Paarvai,,,,Medium
802,Ramapriya,Thom Thom,Oorellam Un Paatu (Don’T Miss This Song),,,,Medium
801,Ramapriya,Kamalam Paada Kamalam,Moga Mull,,,,Medium
803,Ranjani,Kadhal Deepam Onru,Kalyana Raman,,,,Medium
805,Rasikapriya,Sangeethame,Kovil Pura,,,,Medium
804,Rasikapriya,Aganthayil Aduvadha,"Uliyin Osai (Charanams, Shruthibedham To M.M.Gowlai)",,,,Medium
806,Rasikaranjini,Amuthae Thamizhae,Kovil Pura,,,,Medium
807,Rasikaranjini,Ethilum Ingu Iruppan,Bharathi,,,,Medium
808,Rasikaranjini,Nila Kuyilae Unnodu Naan,Magudi,,,,Medium
809,Rathnaganthi,Kungumam Manjalukku,Enga Mudalali,,,,Medium
810,Reethigowlai,Chinna Kannan,Kavikuyil,,,,Medium
811,Reethigowlai,Meetatha Oru Veenai,Poonthottam,,,,Medium
812,Reethigowlai,Raman Kadhai Kelungal,Sippikkul Muthu,,,,Medium
813,Reethigowlai,Thalaiyai Kuniyum,Oru Odai Nadhiyagirathu,,,,Medium
814,Revagupthi,Kozhi Koovum Nerathile,Vanna Vanna Pookal,,,,Medium
815,Revathi,Adadaa Adangaadha Arakka Kaigalil,Pithamagan,,,,Medium
816,Revathi,Amma Azhage,Kadhal Oviyam,,,,Medium
817,Revathi,Durga Durga,Priyanka,,,,Medium
818,Revathi,Kanavu Ondru Thondrudhe,Oru Odai Nadhiyagirathu,,,,Medium
819,Revathi,Sangeetha Jaathi Mullai,Kadhal Oviyam (Starts With Alaapanai In Sivaranjani),,,,Medium
821,Rishabhapriya,Kaali Perungaya Dabba,Mandhira Punnagai,,,,Medium
820,Rishabhapriya,S R2 G2 M2 P D1 N2 S I S N2 D1 P M2 G2 R2 S,,,,,Medium
828,Rishivani,Kaamakshi Karuna Vilasini,Ilaiyaraajavin Geethanjali,,,,Medium
826,Rishivani,Sumam Prathi Sumam Sumam,Maharishi (Telugu),,,,Medium
825,Rishivani,Raja Magal Rojal Magal,Pillai Nila,,,,Medium
827,Rishivani,Vaaraayo Unakke Saran Naangale,Athma,,,,Medium
823,Rishivani,Ilaiya Nilave Ilaiya Nilave,Ponnu Veetukkaran,,,,Medium
822,Rishivani,Ennadhaan Sugamo Nenjile,Maapillai,,,,Medium
824,Rishivani,Nilavin Amudhu Ozhuga,Ilaiyavan,,,,Medium
829,Rukmambari,Sri Siva Sudha,Karpoora Mullai,,,,Medium
830,Rukmambari,Sri Siva Sudha,Ente Sooryaputhrikku (Malayalam),,,,Medium
831,Saavithri,Antha Randoi Randi,Chinnabbayi (Telugu),,,,Medium
832,Saavithri,Chithira Sevvaanam Sirikka Kandaen,Kaatrinile Varum Geetham,,,,Medium
833,Saavithri,Pudhiya Poovidhu,Thendralae Ennai Thodu,,,,Medium
834,Saindhavi,Chinna Chinna Rathiname,Sakthivel,,,,Medium
835,Sallapam,Isayarasi Ennaalum,Thai Mookaambigai,,,,Medium
