f0_mean,f0_std,f0_min,f0_max,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,rms_mean,rms_std,zcr_mean,hnr
210.88967844348838,39.949704527225066,94.49407874211549,329.04749390838776,-199.91385,97.75863,75.85165,44.658398,-53.90333,30.938427,9.441334,25.98564,0.35540736,27.788855,-12.311763,17.868948,-37.020115,22.320635,6.4771814,14.661083,-41.218452,15.281869,-10.323634,14.260652,-3.3010569,13.464399,-17.644838,11.242021,-12.544446,10.576353,2274.704201286712,1915.965712359186,3953.3850762630714,0.010869043,0.11082291,0.059261627,0.12612499430021887,12.048190020967358
