f0_mean,f0_std,f0_min,f0_max,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,rms_mean,rms_std,zcr_mean,hnr
233.6467192636539,109.71012846043973,75.0,431.680074003246,-151.99771,94.514946,55.7464,47.28722,14.650103,36.026024,5.7729845,21.849295,4.3880835,21.398808,4.253969,20.375154,-13.464627,21.052423,3.8120344,16.664255,-1.4283329,16.2323,-0.12636805,13.76729,-2.38796,13.378867,2.155751,12.436452,-7.674661,10.093263,2904.1399351399928,2859.5432372383852,6260.601248448042,0.035134953,0.14792126,0.07173612,0.11474902197338831,8.864276590452313
