f0_mean,f0_std,f0_min,f0_max,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,rms_mean,rms_std,zcr_mean,hnr
249.00597236073472,120.23861269774444,75.0,452.0960044423728,-132.82054,94.36337,56.154743,45.0218,-9.087744,43.41673,5.503535,21.254976,15.307569,24.457788,-11.3275175,24.100475,-3.3766053,20.28353,18.184923,18.032011,-13.068995,16.026213,10.693089,14.163725,10.424594,13.159246,-0.33498964,10.714821,-12.579951,11.3011875,3013.008995841172,2699.202266164986,5920.104559536638,0.04375344,0.15797992,0.08439613,0.15994185524425286,7.393042414570826
