f0_mean,f0_std,f0_min,f0_max,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,rms_mean,rms_std,zcr_mean,hnr
188.47603124933264,46.55845471153027,106.68045136479611,310.57947715241323,-340.8853,116.952934,90.02804,48.088604,9.273058,26.244024,21.512774,25.37141,7.185583,18.33984,-7.7417216,18.701239,-14.641936,14.938054,-3.17575,13.549408,-15.974205,14.863664,-12.523008,13.953759,-7.57982,10.1345005,-10.284956,9.814653,-14.586311,9.707398,1297.0845899911235,1751.5732301320118,2577.088575662835,0.029333306,0.0939123,0.08535634,0.051627393570933454,17.965010577216457
