f0_mean,f0_std,f0_min,f0_max,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,rms_mean,rms_std,zcr_mean,hnr
257.66195437399904,106.15486757396259,75.0,449.4921230630045,-105.63658,85.73751,53.83064,44.462326,-16.882397,40.634556,16.895668,23.587183,15.953419,22.829884,-0.17338805,19.389355,-19.732971,22.215193,17.613314,19.527798,-14.720995,17.307083,2.4835372,14.373678,5.1263957,14.214653,-5.3077254,11.382623,-6.7249527,11.148948,2841.215797835763,2521.7706975889846,5659.340580481341,0.03546747,0.2047892,0.09746232,0.14445367960955488,8.480255579624483
